doi,study_id,author,year,year_date,country,country_economic_category,country_economic_category1,study_design,number_of_patients,inclusion_criteria,exclusion_criteria,extracorporeal,renal_function,patient_characteristics,patient_characteristics1,patient_characteristics2,patient_characteristics3,patient_characteristics4,other_patient_groups_studied,samples_used,other_samples,betalactam_studied,abx_cat,other_antimicrobials,quantification_method,modelling_software,compartments,model_evaluation_process,covariate_identification,covariate_testing_method,method_for_PTA,covariates_reported
https://dx.doi.org/10.1016/j.ijantimicag.2021.106289,43,Eisert,2021,2021-01-01,Germany,High-income,High-income,prospective PK study,32,"septic shock according to the SEPSIS-1 definition [18], being aged ≥ 18 years and necessity for treatment with meropenem, as determined by the treating physicians","pregnancy and post-organ transplantation status. A termination criterion was a change in antibiotic strategy during the study period, as indicated by treating physicians",RRT,impaired,septic shock,septic shock,NA,NA,NA,no,serum,no,meropenem,carbapenem,no,HPLC-UV,NONMEM 7.3,2,"OFV, goodness-of-fit plots, VPC, residual plots",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.02090-12,44,Eyler,2014,2014-01-01,USA,High-income,High-income,prospective PK study,8,"≥18 years of age, receiving CVVHD/F, and prescribed ertapenem","pregnant and/or breastfeeding, had an allergy to ertapenem or another carbapenem, or had a severe, life-threatening reaction to penicillins or cephalosporins. Patients with a history of a central nervous system (CNS) disorder or who were currently experiencing a CNS infection were excluded as well. Finally, patients who were not expected to complete 24 h of CVVHD/F or who were concurrently receiving other extracorporeal therapies, such as extracorporeal membrane oxygenation, plasmapheresis, or intermittent hemodialysis, were also excluded",RRT,impaired,CRRT,CRRT,NA,NA,NA,no,serum,effluent,ertapenem,carbapenem,no,HPLC-MS/MS,NONMEM 7,2,"goodness-of-fit plots, OFV, VPC",NA,OFV,Monte Carlo,yes
https://dx.doi.org/10.1038/clpt.2014.131,45,Felton,2014,2014-01-01,UK,High-income,High-income,prospective PK study,18,Intubated patients who received piperacillin–tazobactam for suspected or documented pulmonary infection,NA,RRT,impaired,pneumonia,pneumonia,NA,NA,NA,no,plasma,epithelial lining fluid,piperacillin,penicillin,tazobactam,LC-MS/MS,Pmetrics 1.1.3,3,"log-likelihood value, coefficients of determination, slope and y-intercept from regression of the observed-predicted plots before and after the Bayesian step, AIC, VPC",NA,NA,Monte Carlo,no
https://dx.doi.org/10.1128/AAC.02664-14,46,Felton,2014,2014-01-01,UK,High-income,High-income,retrospective PK study,146,"Study 1: 76 patients undergoing abdominal or thoracic surgery who received 2 g of piperacillin over 30 min; Study 2: 12 hospitalized patients, who had received 3 g of piperacillin over 4 h every 8 h were included; Study 3: 40 ventilated patients with ventilator-associated pneumonia, administered piperacillin (12 g or 16 g) by continuous infusion",NA,no,unclear,general ICU,general ICU,NA,NA,NA,yes,plasma,no,piperacillin,penicillin,tazobactam,NA,Pmetrics 1.1.1,2,"VPC, log likelihood value, AIC, coefficients of determination",NA,NA,NA,yes
https://dx.doi.org/10.1093/jac/dkx541,47,Felton,2018,2018-01-01,UK,High-income,High-income,retrospective PK study,53,"Study 1: 13 critically ill, mechanically ventilated patients (4 patients were excluded from the analysis as they were receiving renal replacement therapy); Study 2: 40 critically ill patients with VAP",RRT,no,normal,"general ICU, VAP",VAP,NA,NA,NA,yes,serum,epithelial lining fluid,piperacillin,penicillin,tazobactam,"HPLC, LC–MS/MS",Pmetrics 1.4,3,"log-likelihood value, coefficients of determination, VPC, AIC",NA,NA,Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dkab031,48,Fillatre,2021,2021-01-01,France,High-income,High-income,prospective PK study,42,(i) ECMO patients requiring antimicrobial therapy for sepsis;23 (ii) use of piperacillin/tazobactam; and (iii) the presence of an arterial line allowing iterative blood sampling for the PK study,"(i) pregnancy; (ii) restrictions due to rights deprivation, legal guardianship or trusteeship; and (iii) intermittent renal haemodialysis prior to inclusion","ECMO, RRT",impaired,ECMO,ECMO,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,HPLC-UV,Monolix 4.3.2,2,"-2 log likelihood, parameter accuracy, individual-weighted residuals, NPDE",NA,"reduction of the unexplained variability of the parameters, Wald test",NA,yes
https://dx.doi.org/10.1128/AAC.00505-18,49,Fournier,2018,2018-01-01,Switzerland,High-income,High-income,prospective PK study,21,all burn patients admitted to the Burn Centre who received a course of intravenous amoxicillin administered either alone or in combination with clavulanic acid,NA,no,unclear,burns,burns,NA,NA,NA,no,plasma,no,amoxicillin,penicillin,clavulanic acid,UPLC-MS/MS,NONMEM 7.1.0,2,"OFV, VPC, goodness-of-fit plots, bootstrapping",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dkac261,50,Fratoni,2022,2022-01-01,USA,High-income,High-income,prospective PK study,9,"Patients with presumed ARC in the medical, surgical, and neurosurgical ICUs (as defined by Cockcroft-Gault calculated creatinine clearance ≥130 mL/min within 24 h of dosing) were considered eligible. Additional inclusion criteria were: (i) male or female aged 18–54 years old, (ii) APACHE II score ≥10 and ≤32, and (iii) a documented or presumed infection as defined by receipt of another antibiotic.","(i) currently pregnant or breast feeding, (ii) history of any hypersensitivity to a β-lactam antibiotic, (iii) history of chronic kidney disease or renal replacement therapy, (iv) suspected rhabdomyolysis or creatinine kinase >10 000 U/L, (v) any serum creatinine before dosing that was increased ≥0.3 mg/dL from the baseline used to qualify for enrolment, (vi) urinary output <20 mL/h for at least 2 h (oliguria) within 24 h before enrolment, (vii) sustained (at least 1 h) hypotension (systolic pressure <90 mmHg or mean arterial pressure <55 mmHg) refractory to vasopressor or fluid resuscitation for at least 24 h before enrolment, (viii) significant anaemia defined as a haemoglobin <8 g/dL at baseline, (ix) use of probenecid or imipenem/cilastatin within 3 days before study drug infusion, (x) current or anticipated use of valproic acid during study enrolment, (xi) acute liver injury, defined as AST or ALT >5 times the upper limes of normal (ULN), or AST or ALT >3×ULN with an associated total bilirubin >2×ULN, and (xii) planned or prior participation in any other interventional drug study within 30 days.",no,augmented,augmented renal clearance,augmented renal clearance,NA,NA,NA,no,plasma,no,imipenem,carbapenem,cilastatin/relebactam,LC-MS/MS,Pmetrics,2,"VPC, AIC, goodness-of-fit",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dku354,51,Frippiat,2015,2015-01-01,Belgium,High-income,High-income,prospective PK study,55,age >18 years; diagnosis of late-onset (>5 days after admission) ventilator-associated pneumonia or hospital-acquired pneumonia requiring mechanical ventilation; and glomerular filtration rate (GFR) ≥30 mL/min (calculated according to the four-variable Modification of Diet in Renal Disease formula or by measurement of creatinine clearance based on 24 h urine) or acute kidney injury with indication for continuous venovenous haemofiltration (CVVH),pregnancy; life expectancy <3 days; allergy to β-lactams; GFR <30 mL/min and no required CVVH; previous use of meropenem within 15 days; and colonization with pathogens known to be resistant to meropenem,RRT,impaired,pneumonia,pneumonia,NA,NA,NA,no,plasma,epithelial lining fluid,meropenem,carbapenem,no,UPLC-UV,NONMEM 7.2,2,"VPC, bootstrapping, NPDE",NA,NA,Monte Carlo,yes
https://dx.doi.org/10.1111/j.1365-2125.2011.04005.x,52,Garot,2011,2011-01-01,France,High-income,High-income,prospective PK study,54,"at least 18 years of age, hospitalized in the ICU for sepsis, severe sepsis or septic shock, and treated with ceftriaxone","patients with haemopathies or allergies to cephalosporin, as well as patients under guardianship, undergoing chronic dialysis, not expected to live beyond 7 days, or having been treated with ceftriaxone for more than 24 hours",RRT,impaired,sepsis,sepsis,NA,NA,NA,no,plasma,no,ceftriaxone,cephalosporin,no,HPLC,NONMEM 6,2,"goodness-of-fit plots, AIC, VPC",biological plausibility,OFV,Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.00430-09,53,Georges,2009,2009-01-01,France,High-income,High-income,prospective randomised PK trial,72,"(i) an inpatient stay in the ICU, (ii) over 18 years old, and (iii) presenting with P. aeruginosa nosocomial pneumonia or bacteremia with a strain thought to be sensitive to ceftazidime",NA,no,unclear,"pneumonia, sepsis",pneumonia,sepsis,NA,NA,no,plasma,no,ceftazidime,cephalosporin,no,HPLC-UV,NONMEM,2,OFV,biological plausibility,likelihood ratio test,NA,yes
https://dx.doi.org/10.2147/IDR.S343264,54,Gijsen,2022,2022-01-01,Belgium,High-income,High-income,prospective PK study,58,"All adult patients admitted to the ICU, treated with meropenem and having severe sepsis or septic shock (as defined according to the definitions applicable at the time of the study) at the start of meropenem therapy were screened for inclusion","pregnancy, do-not-resuscitate order, extracorporeal membrane oxygenation, renal replacement therapy, decreased renal function defined as an estimated glomerular filtration rate according to the Chronic Kidney Disease Epidemiology Collaboration equation (eGFRCKD-EPI) <70 mL/min/1.73 m2 on the day of PK sampling.",no,augmented,augmented renal clearance,augmented renal clearance,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,UHPLC-MS/MS,NONMEM 7.4,2,"VPC, bootstrapping","previously published covariates, expert consensus","stepwise forward inclusion, backward elimination",NA,yes
https://dx.doi.org/10.1186/2050-6511-15-21,55,Goncalves-Pereira,2014,2014-01-01,Portugal,High-income,High-income,prospective PK study,15,"Infected critically ill patients requiring intravenous meropenem (by decision of the attending physician), admitted to the intensive care unit (ICU) between May of 2009 and May of 2010, were recruited, irrespectively of comorbidities or of renal function",patients receiving renal replacement therapy,no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC-UV,WinNonlin 5.0.1,2,NA,biological plausibility,NA,NA,yes
https://dx.doi.org/10.1186/s13613-020-00666-8,56,Grensemann,2020,2020-01-01,Germany,High-income,High-income,prospective PK study,19,receiving meropenem for clinical indication and required CVVHD,< 18 years or with an extracorporeal circuit other than the CVVHD,RRT,impaired,liver failure,liver failure,NA,NA,NA,no,serum,no,meropenem,carbapenem,no,HPLC-DAD,NONMEM 7.4,2,"VPC, scatter plots, likelihood-ratio test",NA,NA,Monte Carlo,no
https://dx.doi.org/10.1128/Spectrum.00633-21,57,Hahn,2021,2021-01-01,South Korea,High-income,High-income,prospective PK study,26,critically ill patients aged 19 years or older who were admitted to the CCU for venoarterial (VA) ECMO and were prescribed piperacillin-tazobactam,use of drugs known to change the plasma concentrations of piperacillin-tazobactam,"ECMO, RRT",impaired,ECMO,ECMO,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,LC-MS/MS,NONMEM 7.4,2,"OFV, goodness-of-fit plots, relative standard errors, VPC",biological plausibility,"scatter plots, stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.02390-17,58,Hanberg,2018,2018-01-01,Denmark,High-income,High-income,prospective PK study,10,Patients on ECMO treatment who were treated with meropenem,Patients under the age of 18 and patients who were pregnant,"ECMO, RRT",impaired,ECMO,ECMO,NA,NA,NA,no,plasma,subcutaneous tissue,meropenem,carbapenem,no,UHPLC-UV,NONMEM 7.3,2,"OFV, VPC, goodness-of-fit plots",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1128/aac.02189-21,60,Heffernan,2022,2022-01-01,Australia,High-income,High-income,retrospective PK study,36,"Study 1: Twelve adult patients in the ICU with severe sepsis and who received ceftriaxone; Study 2: 17 patients, not clear what inclusion criteria; Study 3: adult patients (age ≥18 years) admitted to the ICU receiving ceftriaxone intravenously for the treatment of sepsis with an extraventricular drain were eligible",Study 1: Patients with suspected allergy or renal impairment (plasma creatinine >120 μmol/L at enrolment) were excluded; Study 2: not clear; Study 3: Patients who were pregnant or receiving either intermittent or continuous hemodialysis,no,normal,"sepsis, EVD",sepsis,EVD,NA,NA,no,plasma,no,ceftriaxone,cephalosporin,no,UHPLC-MS/MS,Pmetrics 1.5.2,2,"VPC, AIC, BIC, log-likelihood ratios, goodness-of-fit plots",biological plausibility,"log-likelihood ratios, AIC, BIC, goodness-of-fit plots",Monte Carlo,yes
https://dx.doi.org/10.1007/s00228-019-02716-y,61,Idoate Grijalba,2019,2019-01-01,France,High-income,High-income,retrospective PK study,80,"aged over 18 years, admitted to ICU, treated with empirical or targeted therapy with meropenem, and had received at least 3 doses of meropenem prior to monitoring",All critically ill patients who had received renal replacement therapy,no,normal,general ICU,general ICU,NA,NA,NA,no,serum,no,meropenem,carbapenem,no,HPLC,Pmetrics,1,"VPC, AIC, BIC",NA,"AIC, BIC, scatter plots, RMSE, VPC",Monte Carlo,yes
https://dx.doi.org/10.2165/00003088-200847030-00003,63,Isla,2008,2008-01-01,Spain,High-income,High-income,prospective PK study,20,(i) age >18 years; (ii) treatment with CRRT for >1 day for ≥20 h/day; and (iii) isolated or expected causative pathogen susceptible to meropenem,NA,RRT,impaired,"CRRT, sepsis, trauma",CRRT,sepsis,trauma,NA,no,plasma,dialysate-ultrafiltrate fluid,meropenem,carbapenem,no,HPLC,NONMEM 5,2,"VPC, bootstrapping, goodness-of-fit",NA,"-2 log likelihood, stepwise forward inclusion, backward elimination",NA,yes
https://dx.doi.org/10.1128/AAC.02534-17,64,Jacobs,2018,2018-01-01,Belgium,High-income,High-income,retrospective PK study,215,"(i) diagnosis of sepsis or septic shock according to standard criteria (35), (ii) therapy with a standard dosage regimen of a broad-spectrum β-lactam (FEP/CAZ, 2 g every 8 h [q8h]; TZP, 4.5 g q6h; or MEM, 1 g q8h), and (iii) mCLCR of≥120 ml/min (so that all patients close to the threshold of ARC could be included in the study) on the day of TDM","Incomplete TDMs (missing measured drug concentrations at T0 or T2) were excluded, as were TDMs performed on patients with burns or cystic fibrosis and those who were treated with extracorporeal membrane oxygenation. Patients could be included more than once.",no,augmented,augmented renal clearance,augmented renal clearance,NA,NA,NA,no,serum,no,"meropenem, cefepime, ceftazidime, piperacillin",penicillin,no,HPLC-UV,Pmetrics,1,"linear regression, coefficients of determination, VPC, -2 log likelihood, bias, imprecision, bootstrapping, NPDE",biological plausibility,"stepwise forward inclusion, backward elimination",NA,yes
https://dx.doi.org/10.1093/jac/dkaa187,65,Jager,2020,2020-01-01,Australia,High-income,High-income,retrospective PK study,35,"Study 1: age between 18 and 80 years old, known or suspected infection produced by MSSA, hypoalbuminaemia arbitrarily defined as albumin plasma levels ≤32 g/L and without severe renal dysfunction arbitrarily defined as plasma creatinine concentration <170 µmol/L; Study 2: ≥18 years old, receiving one of the selected study antibiotic(s), would have received at least four doses of antibiotic by the time of sampling and were expected to remain on the treatment for the next 24 h",Study 1: NR; Study 2: NR,no,normal,"hypoalbuminaemia, general ICU",hypoalbuminaemia,NA,NA,NA,no,plasma,no,flucloxacillin,penicillin,no,HPLC-UV,NONMEM 7.1.2,2,"bootstrapping, OFV, VPC",biological plausibility,"stepwise forward inclusion, backward elimination, OFV",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.04166-14,66,Jaruratanasirikul,2015,2015-01-01,Thailand,Upper-middle-income,Middle-income,prospective PK study,9,"(i) >18 years of age and (ii) with a diagnosis of severe sepsis or septic shock, either at admission or during the ICU stay","pregnant, had documented hypersensitivity to carbapenems, or had a history of chronic kidney disease",no,normal,"sepsis, septic shock",sepsis,septic shock,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC,NONMEM 7.2,1,"OFV, goodness-of-fit plots, VPC, AIC",NA,"stepwise forward inclusion, backward elimination, OFV",Monte Carlo,yes
https://dx.doi.org/10.1007/s40261-019-00796-3,67,Jaruratanasirikul,2019,2019-01-01,Thailand,Upper-middle-income,Middle-income,prospective PK study,10,"aged ≥ 18 years with cardiopulmonary failure and were supported by ECMO receiving a 1-h infusion of 0.5 g imipenem/cilastatin diluted in 100 mL of normal saline solution, delivered via infusion pump at a constant flow rate, every 6 h for the treatment of severe infections for 14 days",NA,ECMO,unclear,ECMO,ECMO,NA,NA,NA,yes,plasma,no,imipenem,carbapenem,no,HPLC,WinNonlin 1.1,2,NA,NA,NA,NA,yes
https://dx.doi.org/10.1128/AAC.02089-13,70,Jeon,2014,2014-01-01,South Korea,High-income,High-income,prospective PK study,50,burns ranging from 1% to 81% of their total body surface area (TBSA) who were treated with piperacillin-tazobactam,"pregnant, breastfeeding, <18 years old, or allergic to penicillin",no,unclear,burns,burns,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,LC-MS/MS,NONMEM 7.2,2,"OFV, bootstrapping, VPC",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
http://dx.doi.org/10.1093/jac/dkw171,71,Jonckheere,2016,2016-01-01,Belgium,High-income,High-income,prospective PK study,20,patients during the first 3 days of cefepime therapy,NA,RRT,impaired,general ICU,general ICU,NA,NA,NA,yes,plasma,urine,cefepime,cephalosporin,no,LC-MS/MS,NONMEM 7.3,2,"OFV, goodness-of-fit plots",NA,"stepwise forward inclusion, backward elimination, OFV, goodness-of-fit",Monte Carlo,yes
https://dx.doi.org/10.3390/jcm11226621,73,Kang,2022,2022-01-01,South Korea,High-income,High-income,prospective PK study,13,adult patients (≥18 years) receiving V-A ECMO and concomitantly receiving meropenem,patients who were allergic to carbapenem or pregnant were excluded,"ECMO, RRT",impaired,ECMO,ECMO,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,LC-MS,"NONMEM 7.4.1, Pirana 2.9.7",2,"VPC, SIR, OFV",biological plausibility,"stepwise forward inclusion, backward elimination, OFV, goodness-of-fit",Monte Carlo,yes
https://dx.doi.org/10.1177/1060028018773771,74,Kanji,2018,2018-01-01,Canada,High-income,High-income,prospective PK study,34,"18 years of age or older, admitted to 1 of the 2 participating ICUs, and receiving SLED and any dose of piperacillin/tazobactam","hypermetabolic state resulting from >25% coverage of body surface area burn, cystic fibrosis or spinal cord injury, bariatric patients (defined as >150 kg total body weight at the time of recruitment), pregnancy, absence of a closed system arterial or central venous catheter (to minimize blood wastage), and concomitant therapy with probenecid",RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,LC-MS/MS,Pmetrics,2,"log-likelihood ratios, NPDE, VPC",NA,"stepwise linear regression, -2LL, goodness-of-fit",Monte Carlo,yes
https://dx.doi.org/10.1002/jcph.600,76,Kees,2016,2016-01-01,Germany,High-income,High-income,prospective PK study,32,Adult patients (≥18 years) who received continuous infusion of meropenem and were not on renal replacement therapy were eligible for study participation,Not on renal replacement therapy,no,normal,general ICU,general ICU,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC,NONMEM 7.3,NA,"goodness-of-fit, bootstrapping, case deletion diagnostics",biological plausibility,"stepwise forward inclusion, backward elimination, OFV",NA,yes
https://dx.doi.org/10.1093/jac/dkac059,77,Kim,2022,2022-01-01,South Korea,High-income,High-income,prospective PK study,38,"nosocomial infections, empirical management of septic shock from an unknown source, and prophylactic administration for patients undergoing ECMO",a history of penicillin allergy or a positive skin test result for piperacillin,"ECMO, RRT",impaired,"ECMO, CRRT",ECMO,CRRT,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,LC-MS/MS,NONMEM 7.5,2,"OFV, precision, shrinkage of IIV, goodness-of-fit plots",biological plausibility,"stepwise forward inclusion, backward elimination, VPC, bootstrapping",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.02556-19,79,Klastrup,2020,2020-01-01,Denmark,High-income,High-income,prospective PK study,78,"Critically ill patients treated empirically or targeted with piperacillin-tazobactam, administered as continuous infusion",treated with renal replacement therapy or extracorporeal membrane oxygenation or were under the age of 18 years,no,normal,general ICU,general ICU,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,UHPLC,NONMEM 7.4.3,1,"likelihood ratio test, OFV, VPC, goodness-of-fit",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1016/j.ijantimicag.2022.106603,80,Kois,2022,2022-01-01,USA,High-income,High-income,prospective PK study,6,"≥18 years old, receiving veno-arterial (VA) or veno-venous (VV) ECMO, and receiving cefepime as part of their standard-of-care antibiotic regimen",NA,"ECMO, RRT",impaired,ECMO,ECMO,NA,NA,NA,no,plasma,no,cefepime,cephalosporin,no,LC-MS/MS,Pmetrics,2,"AIC, VPC",NA,NA,Monte Carlo,no
https://dx.doi.org/10.1093/jac/dkw592,81,Konig,2017,2017-01-01,Germany,High-income,High-income,prospective PK study,16,The inclusion criteria were age ≥18 years and antibiotic treatment with ceftazidime in septic patients receiving sustained low efficiency dialysis (SLED),Patients receiving SLED at night were excluded for logistics reasons.,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,serum,no,ceftazidime,cephalosporin,no,HPLC-UV,Pmetrics,2,"goodness-of-fit, bias, imprecision",biological plausibility,stepwise,Monte Carlo,yes
https://dx.doi.org/10.1186/s13613-019-0622-8,82,Kothekar,2020,2020-01-01,India,Lower-middle-income,Middle-income,prospective PK study,25,"We included patients aged 18–70 years of either sex, with known or suspected severe sepsis or septic shock admitted to the ICU and receiving meropenem 1000 mg 3-h extended infusion (EL) eight hourly (Q8H) as a standard of care. Severe sepsis and septic shock were diagnosed according to the American–European Consensus Conference (AECC) criteria.","Patients who had received any carbapenem in the previous 72 h, those with baseline predicted creatinine clearance less than 50 mL/min [20] and those not expected to survive more than 72 h were excluded from the study",no,normal,"severe sepsis, septic shock",sepsis,septic shock,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC,WinNonlin,1,least squares,NA,NA,NA,no
https://dx.doi.org/10.1128/aac.42.9.2421,83,Krueger,1998,1998-01-01,Germany,High-income,High-income,prospective PK study,9,NA,NA,RRT,impaired,anuric CRRT,anuric CRRT,NA,NA,NA,no,plasma,diafiltrate,meropenem,carbapenem,no,HPLC-UV,MODFIT,2,least square regression,NA,NA,NA,no
https://dx.doi.org/10.1128/aac.00142-22,84,Kumta,2022,2022-01-01,International,High-income,High-income,prospective PK study,8,(i) age 18 to 85 years; (ii) EVD in situ; (iii) receiving meropenem treatment; and (iv) a diagnosis of ventriculitis or extracranial infection,"(i) small ventricles as determined by computed tomography with intracranial pressure of >20 mmHg; (ii) preexisting renal impairment, defined as the need for replacement therapy or a serum creatinine concentration of >200 µmol/L on the day of participant screening; (iii) preexisting hepatic dysfunction, defined as a gamma glutamyl transferase level of >200 IU/L; (iv) hypersensitivity to beta-lactams; (v) pregnancy; and (vi) patients in whom death was deemed inevitable within 24 h",no,normal,ventriculitis or extracranial infection,CNS infection,NA,NA,NA,no,plasma,CSF,meropenem,carbapenem,no,UHPLC-MS/MS,Pmetrics 1.5.2,3,"AIC, BIC, LLR, goodness-of-fit",NA,NA,Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.02052-21,85,Layios,2022,2022-01-01,Belgium,High-income,High-income,prospective PK study,32,age > 18; diagnosis of ventilator-associated pneumonia (VAP) or hospital-acquired pneumonia (HAP) requiring mechanical ventilation with a documented pathogen showing temocillin Vitek 2 in vitro sensitivity of ≤8 mg/L; and creatinine clearance based on 24-h urine output collection and measurement ≥30 mL/min/1.73 m2,NA,no,normal,"VAP, HAP",VAP,HAP,NA,NA,no,blood,epithelial lining fluid,temocillin,penicillin,no,UHPLC-MS/MS,NONMEM 7.4.0,2,"goodness-of-fit, VPC",NA,OFV,Monte Carlo,yes
https://dx.doi.org/10.3389/fphar.2021.768912,86,Lee,2021,2021-01-01,South Korea,High-income,High-income,prospective PK study,30,patients (aged ≥19) who underwent ECMO for respiratory and/or cardiac dysfunction and who received meropenem for treatment or prophylaxis,NA,"ECMO, RRT",impaired,ECMO,ECMO,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC-MS/MS,NONMEM 7.5,2,"OFV, RSE, goodness-of-fit, LLR",clinical relevance,"stepwise forward inclusion, backward elimination, VPC, bootstrapping",Monte Carlo,yes
https://dx.doi.org/10.3390/pharmaceutics13111861,87,Lee,2021,2021-01-01,South Korea,High-income,High-income,prospective PK study,26,"empirical management of sepsis from unknown source, nosocomial infections, and prophylactic administration for patients undergoing ECMO",Patients with a history of β-lactam allergy or a positive skin test result for meropenem,"ECMO, RRT",impaired,"ECMO, non-ECMO",ECMO,non-ECMO,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC-MS/MS,NONMEM 7.5,2,"OFV, RSE, goodness-of-fit, LLR",clinical relevance,"stepwise forward inclusion, backward elimination, VPC, bootstrapping",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dkaa067,88,Leegwater,2020,2020-01-01,Netherlands,High-income,High-income,prospective PK study,55,Patients aged ≥18 years were eligible for inclusion if ceftriaxone therapy was initiated in the ICU,"allergies to cephalosporins, <12 h life expectancy and the requirement for any form of renal replacement therapy",no,normal,general ICU,general ICU,NA,NA,NA,no,blood,no,ceftriaxone,cephalosporin,no,LC-MS/MS,"NONMEM 7.4.1, Pirana 2.9.8",1,"shrinkage, OFV, goodness-of-fit, IIV, precision, bootstrapping, VPC","biological plausibility, previously published",OFV,Monte Carlo,yes
https://dx.doi.org/10.1016/j.ijantimicag.2018.10.006,90,Li,2019,2019-01-01,Belgium,High-income,High-income,retrospective PK study,20,Study 1: 1) adult; 2) admission to ICU; 3) treatment with imipenem and CRRT simultaneously; Study 2: All patients 18 years or older in the Firefighters’ Burn Center Intensive Care Unit at Regional One Health receiving I/C for any infectious indication and requiring high-dose CVVH were eligible for inclusion,Study 1: Patients who were judged inappropriate to get frequent blood samples by the attending physician; Study 2: NR,RRT,impaired,"CRRT, burns",burns,CRRT,NA,NA,no,plasma,no,imipenem,carbapenem,no,"HILIC-MS, HPLC-UV","NONMEM 7.3, PSN 4.60, Pirana 2.9.6",1,"OFV, condition number, relative standard error, goodness-of-fit, VPC, NPDE, SIR",NA,"stepwise forward inclusion, graphical exploration, empirical Bayes estimates",Monte Carlo,yes
https://dx.doi.org/10.1016/j.clinthera.2020.06.010,91,Li,2020,2020-01-01,China,Upper-middle-income,Middle-income,prospective PK study,30,"adult, admission to the intensive care unit, and simultaneous treatment with imipenem and CRRT",NA,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,effluent,imipenem,carbapenem,no,HPLC-UV,Phoenix 8.0,3,"bootstrapping, VPC",NA,"stepwise forward inclusion, backward elimination, goodness-of-fit, OFV",Monte Carlo,yes
https://dx.doi.org/10.3390/antibiotics10040468,92,Liebchen,2021,2021-01-01,Germany,High-income,High-income,retrospective PK study,155,Patients with characteristics within the 90% range of the characteristics of the original dataset used for the PK model development were selected for the evaluation.,Patients undergoing renal replacement therapy and patients with creatinine clearances outside the range of applicability of the MeroRisk-Calculator (25–255 mL/min) were excluded,no,normal,general ICU,general ICU,NA,NA,NA,no,serum,no,meropenem,carbapenem,no,LC-MS/MS,NA,2,simulations,NA,"piecewise linear, power and linear relationship",NA,yes
https://dx.doi.org/10.1128/aac.43.10.2559,93,Lipman,1999,1999-01-01,Australia,High-income,High-income,prospective PK study,10,"Critically ill patients ranging in age from 18 to 75 years for whom the staff intensive care specialist deemed cefepime to be appropriate therapy were enrollable if they had an infected site as defined by clinical suspicion with or without positive culture results, systemic inflammatory response syndrome, and serum creatinine level of <0.1 mmol/liter","renal dysfunction (creatinine clearance, <75 ml/min)",no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,cefepime,cephalosporin,no,HPLC,WinNonlin,2,NA,NA,NA,NA,no
https://dx.doi.org/10.1007/s001340000741,94,Lipman,2001,2001-01-01,Australia,High-income,High-income,prospective PK study,12,(a) 18-75 years of age; (b) infected site as defined by clinical suspicion with or without positive culture results; (c) systemic inflammatory response syndrome; (d) informed consent given by patient or next of kin; (e) normal renal function; (f) an intra-arterial cannula in situ,NA,no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,cefpirome,cephalosporin,no,HPLC,WinNonlin,2,simulations,NA,NA,NA,no
